통계표,업종코드,기업규모,계정항목,단위,변환,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    C312,3,9 철도, 항공기 및 그 외 기타 운송장비","종합","매출채권","백만원","원자료","2,398,634","2,126,434","2,518,836","3,403,328","4,382,941","3,859,210","3,418,995","3,271,323","3,010,732","2,767,644","3,125,175","3,442,221","4,206,365","5,536,492"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    C312,3,9 철도, 항공기 및 그 외 기타 운송장비","종합","유형자산","백만원","원자료","2,850,388","2,971,915","3,242,080","3,685,448","4,597,571","4,722,724","4,790,246","4,886,033","4,618,653","5,075,097","5,291,918","6,121,982","7,507,596","8,170,118"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    C312,3,9 철도, 항공기 및 그 외 기타 운송장비","종합","매입채무","백만원","원자료","761,263","818,374","736,125","1,065,092","1,122,081","1,165,866","1,006,687","1,156,076","973,075","999,872","1,022,690","1,386,682","2,022,409","2,003,709"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  C32 가구","종합","매출채권","백만원","원자료","930,282","809,124","815,873","897,087","1,042,526","1,211,846","1,455,354","1,470,869","1,415,689","1,150,781","1,475,333","1,512,790","1,643,333","1,599,042"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  C32 가구","종합","유형자산","백만원","원자료","1,726,152","1,726,686","1,634,558","1,746,394","2,147,755","2,520,244","2,916,547","3,262,407","3,590,981","3,747,660","4,565,800","4,894,983","5,169,941","5,610,996"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  C32 가구","종합","매입채무","백만원","원자료","767,780","634,174","592,727","620,980","724,387","796,199","1,039,518","1,037,598","1,005,243","800,107","1,062,541","1,034,177","1,125,234","1,071,730"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  C33 기타 제품 제조업","종합","매출채권","백만원","원자료","1,273,000","1,291,058","1,303,607","1,448,262","1,521,581","1,612,210","1,677,642","1,674,289","1,644,214","1,570,350","1,760,362","1,867,452","1,949,653","1,914,234"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  C33 기타 제품 제조업","종합","유형자산","백만원","원자료","1,914,143","2,076,349","2,157,582","2,452,962","2,462,767","2,690,698","2,894,571","3,128,781","3,533,737","4,186,921","4,551,354","5,035,312","5,297,984","5,644,753"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  C33 기타 제품 제조업","종합","매입채무","백만원","원자료","704,025","654,254","687,611","705,216","730,854","779,982","776,941","819,740","836,653","795,051","858,458","855,929","867,784","913,167"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  C34 산업용기계 및 장비수리업","종합","매출채권","백만원","원자료","77,820","92,850","129,535","132,283","162,712","171,240","214,812","175,349","216,029","221,448","124,132","154,143","250,226","334,095"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  C34 산업용기계 및 장비수리업","종합","유형자산","백만원","원자료","103,066","118,184","100,663","157,565","166,128","178,759","221,250","225,918","246,116","153,293","124,618","149,510","193,904","254,498"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  C34 산업용기계 및 장비수리업","종합","매입채무","백만원","원자료","16,820","27,302","43,412","32,811","47,489","92,382","73,768","80,902","127,224","95,357","34,476","64,395","89,199","145,145"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","비제조업","종합","매출채권","백만원","원자료","230,121,779","238,926,420","245,719,733","250,067,639","250,906,824","269,667,116","288,114,595","290,515,264","293,813,873","295,113,353","334,704,801","379,296,595","396,233,807","410,013,830"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","비제조업","종합","유형자산","백만원","원자료","626,164,138","669,624,633","722,225,943","755,505,786","803,961,842","831,288,128","881,911,839","933,030,399","1,005,572,912","1,121,953,079","1,212,355,446","1,325,799,740","1,423,966,551","1,569,908,908"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","비제조업","종합","매입채무","백만원","원자료","145,217,738","145,837,791","150,178,991","145,926,846","142,365,361","156,725,158","159,412,244","158,664,486","156,742,647","154,051,307","180,126,441","207,037,591","205,848,364","208,159,651"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","D35 전기, 가스, 증기 및 공기조절 공급업","종합","매출채권","백만원","원자료","20,232,040","22,554,769","21,345,918","22,429,954","18,499,626","19,475,119","20,376,382","20,294,448","19,403,036","18,819,836","24,033,481","36,288,844","29,166,857","29,187,710"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","D35 전기, 가스, 증기 및 공기조절 공급업","종합","유형자산","백만원","원자료","150,374,541","165,437,271","178,026,188","192,233,084","203,652,760","210,002,071","217,656,583","222,833,589","229,823,452","250,175,642","258,356,960","268,344,704","271,945,051","280,082,459"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","D35 전기, 가스, 증기 및 공기조절 공급업","종합","매입채무","백만원","원자료","13,638,554","14,762,310","13,195,347","14,650,884","10,145,153","11,856,029","11,731,901","12,580,479","11,762,099","10,559,193","17,235,065","26,339,672","18,076,741","16,863,483"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  D351 전기업","종합","매출채권","백만원","원자료","13,101,504","10,197,988","9,982,385","10,667,869","10,771,506","11,925,833","12,022,249","12,000,577","11,400,389","11,585,782","13,683,168","18,807,160","17,838,181","18,696,922"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  D351 전기업","종합","유형자산","백만원","원자료","127,054,989","134,822,815","146,177,546","157,723,645","168,427,314","175,426,839","182,418,163","187,670,969","194,529,230","212,100,298","221,339,999","230,818,976","235,885,824","249,811,932"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  D351 전기업","종합","매입채무","백만원","원자료","10,686,570","6,795,544","6,288,956","6,937,964","5,665,571","7,051,112","6,787,570","7,260,507","6,555,501","6,314,898","9,793,040","15,650,038","9,660,603","10,070,346"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  D352,3 연료용 가스, 증기 · 냉온수 및 공기조절 공급업","종합","매출채권","백만원","원자료","7,130,537","12,356,780","11,363,533","11,762,085","7,728,120","7,549,286","8,354,133","8,293,871","8,002,648","7,234,054","10,350,313","17,481,683","11,328,676","10,490,789"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  D352,3 연료용 가스, 증기 · 냉온수 및 공기조절 공급업","종합","유형자산","백만원","원자료","23,319,551","30,614,456","31,848,642","34,509,439","35,225,446","34,575,232","35,238,420","35,162,620","35,294,222","38,075,345","37,016,961","37,525,728","36,059,228","30,270,527"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  D352,3 연료용 가스, 증기 · 냉온수 및 공기조절 공급업","종합","매입채무","백만원","원자료","2,951,984","7,966,765","6,906,391","7,712,919","4,479,582","4,804,918","4,944,331","5,319,973","5,206,598","4,244,295","7,442,025","10,689,634","8,416,138","6,793,137"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","F 건설업","종합","매출채권","백만원","원자료","66,031,067","65,224,314","68,433,399","65,634,798","69,734,750","73,210,263","74,809,225","73,541,126","73,164,844","73,036,184","76,429,506","91,664,891","100,136,615","104,045,903"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","F 건설업","종합","유형자산","백만원","원자료","31,616,761","37,700,548","38,781,314","38,747,364","38,733,342","40,280,645","39,652,439","43,644,945","45,023,371","52,878,112","51,600,212","60,066,826","65,104,763","72,799,739"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","F 건설업","종합","매입채무","백만원","원자료","30,943,190","28,286,197","29,123,243","28,452,859","31,925,901","33,623,323","33,919,328","32,739,863","29,499,937","28,962,720","30,026,963","36,398,334","40,191,536","39,125,326"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  F41 종합 건설업","종합","매출채권","백만원","원자료","47,930,332","47,031,381","49,092,001","45,329,551","49,306,394","50,019,746","49,835,456","47,959,777","46,474,418","45,757,415","46,740,656","57,564,758","63,548,287","68,329,562"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  F41 종합 건설업","종합","유형자산","백만원","원자료","20,573,312","25,652,074","26,770,168","25,830,390","25,434,576","25,506,822","23,560,605","26,318,562","25,465,910","31,348,956","27,304,131","33,023,151","35,760,069","40,662,235"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  F41 종합 건설업","종합","매입채무","백만원","원자료","23,983,629","21,332,408","22,063,364","21,298,317","25,095,190","25,634,697","25,405,527","24,161,862","20,501,186","20,106,088","20,035,661","25,130,723","28,187,821","27,514,549"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  F42 전문직별 공사업","종합","매출채권","백만원","원자료","18,100,735","18,192,933","19,341,398","20,305,247","20,428,356","23,190,517","24,973,769","25,581,349","26,690,426","27,278,769","29,688,850","34,100,134","36,588,328","35,716,342"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  F42 전문직별 공사업","종합","유형자산","백만원","원자료","11,043,449","12,048,474","12,011,147","12,916,975","13,298,766","14,773,823","16,091,834","17,326,383","19,557,461","21,529,157","24,296,081","27,043,675","29,344,694","32,137,504"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  F42 전문직별 공사업","종합","매입채무","백만원","원자료","6,959,561","6,953,788","7,059,879","7,154,542","6,830,711","7,988,626","8,513,800","8,578,001","8,998,751","8,856,632","9,991,302","11,267,610","12,003,715","11,610,777"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","서비스업","종합","매출채권","백만원","원자료","142,252,019","149,837,009","154,561,701","160,552,386","161,177,141","175,382,390","191,245,332","195,042,255","199,561,880","201,581,264","232,406,359","249,313,608","264,905,787","274,806,380"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","서비스업","종합","유형자산","백만원","원자료","435,303,576","456,217,713","494,650,978","512,966,552","549,028,451","568,361,898","611,738,336","652,610,546","715,739,553","803,285,129","884,992,145","978,338,782","1,062,860,083","1,191,282,639"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","서비스업","종합","매입채무","백만원","원자료","99,919,917","101,907,119","106,896,352","101,908,203","99,273,556","110,259,242","112,793,454","112,308,460","114,376,639","113,422,879","131,707,753","142,952,585","146,188,121","150,851,607"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","E37-39 하수 · 폐기물 처리, 원료재생업","종합","매출채권","백만원","원자료","1,256,867","1,321,736","1,378,800","1,498,900","1,583,179","1,663,879","1,778,383","1,832,515","1,820,876","1,897,788","2,011,410","2,189,178","2,233,341","2,231,470"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","E37-39 하수 · 폐기물 처리, 원료재생업","종합","유형자산","백만원","원자료","7,208,471","8,041,383","7,376,724","7,438,800","8,051,446","8,413,213","8,862,936","9,348,205","9,833,318","10,541,465","11,615,918","12,809,180","13,830,905","14,910,727"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","E37-39 하수 · 폐기물 처리, 원료재생업","종합","매입채무","백만원","원자료","540,634","556,318","582,910","530,821","486,807","479,808","506,179","548,020","566,563","559,667","603,776","643,752","644,266","640,567"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  E37, E381,2, E39 하수 · 폐수 · 분뇨처리 및 폐기물 수집 · 운반 · 처리, 환경 정화 · 복원업","종합","매출채권","백만원","원자료","660,198","740,216","823,027","880,963","961,623","1,016,547","1,094,361","1,134,615","1,144,446","1,187,276","1,286,352","1,394,632","1,454,759","1,458,254"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  E37, E381,2, E39 하수 · 폐수 · 분뇨처리 및 폐기물 수집 · 운반 · 처리, 환경 정화 · 복원업","종합","유형자산","백만원","원자료","4,711,713","5,282,504","4,607,840","4,573,960","5,057,510","5,295,970","5,725,305","6,007,765","6,274,602","6,884,885","7,837,158","8,459,223","9,018,073","9,730,568"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  E37, E381,2, E39 하수 · 폐수 · 분뇨처리 및 폐기물 수집 · 운반 · 처리, 환경 정화 · 복원업","종합","매입채무","백만원","원자료","194,978","225,754","266,481","203,912","183,040","203,194","214,974","258,740","289,961","295,423","319,076","339,646","357,486","360,026"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  E383 해체, 선별 및 원료재생업","종합","매출채권","백만원","원자료","596,669","581,520","555,773","617,938","621,556","647,332","684,022","697,901","676,430","710,513","725,058","794,547","778,582","773,216"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  E383 해체, 선별 및 원료재생업","종합","유형자산","백만원","원자료","2,496,759","2,758,879","2,768,885","2,864,840","2,993,936","3,117,243","3,137,631","3,340,440","3,558,716","3,656,580","3,778,760","4,349,958","4,812,832","5,180,159"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  E383 해체, 선별 및 원료재생업","종합","매입채무","백만원","원자료","345,655","330,564","316,429","326,909","303,767","276,614","291,205","289,280","276,603","264,245","284,700","304,106","286,780","280,541"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","G 도매 및 소매업","종합","매출채권","백만원","원자료","77,537,059","81,001,489","81,186,724","86,565,567","87,014,674","95,304,117","100,666,111","103,455,835","102,625,870","104,587,939","117,716,985","123,731,429","126,942,010","128,866,551"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","G 도매 및 소매업","종합","유형자산","백만원","원자료","88,354,112","96,536,742","108,791,867","113,356,306","111,844,092","120,654,195","127,626,169","136,628,850","156,091,451","164,154,547","173,089,702","184,945,320","195,332,187","222,360,176"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","G 도매 및 소매업","종합","매입채무","백만원","원자료","61,224,018","62,424,546","64,951,368","68,061,106","68,157,966","74,958,347","76,318,689","76,660,085","77,051,429","75,810,696","84,519,719","92,965,165","93,175,318","94,604,144"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  G45 자동차 및 부품 판매업","종합","매출채권","백만원","원자료","1,644,894","1,752,922","1,893,914","2,220,087","2,237,234","2,379,593","2,242,398","2,032,020","2,175,111","2,370,720","2,419,824","2,814,206","3,200,828","3,362,327"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  G45 자동차 및 부품 판매업","종합","유형자산","백만원","원자료","2,262,212","2,292,417","3,015,978","3,198,183","3,596,489","4,023,940","4,315,128","4,840,765","5,560,452","5,744,364","6,416,092","7,400,531","8,301,928","9,071,188"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  G45 자동차 및 부품 판매업","종합","매입채무","백만원","원자료","2,261,518","2,413,928","2,610,499","3,316,536","3,497,003","3,518,916","3,542,163","3,298,143","3,635,803","4,710,906","3,934,098","5,714,642","5,484,668","5,183,377"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  G46 도매 및 상품중개업","종합","매출채권","백만원","원자료","70,945,223","73,467,259","73,533,356","78,243,018","76,709,618","83,276,149","87,669,805","89,445,426","90,120,244","91,283,106","102,756,420","107,173,980","106,321,197","108,832,770"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  G46 도매 및 상품중개업","종합","유형자산","백만원","원자료","38,238,001","43,783,719","52,036,155","53,672,315","51,281,038","56,067,278","61,390,287","66,593,391","75,380,272","78,247,103","85,297,324","93,467,676","99,712,755","110,269,191"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  G46 도매 및 상품중개업","종합","매입채무","백만원","원자료","49,106,219","49,959,645","50,981,781","52,822,621","51,214,535","56,619,015","57,345,941","59,082,573","60,361,909","57,612,210","66,421,878","71,792,502","69,430,483","72,876,331"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  G47 소매업(자동차 제외)","종합","매출채권","백만원","원자료","4,946,941","5,781,309","5,759,454","6,102,462","8,067,822","9,648,375","10,753,909","11,978,389","10,330,514","10,934,113","12,540,741","13,743,243","17,419,985","16,671,453"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  G47 소매업(자동차 제외)","종합","유형자산","백만원","원자료","47,853,899","50,460,606","53,739,734","56,485,807","56,966,565","60,562,977","61,920,754","65,194,693","75,150,727","80,163,080","81,376,286","84,077,113","87,317,504","103,019,797"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  G47 소매업(자동차 제외)","종합","매입채무","백만원","원자료","9,856,281","10,050,973","11,359,087","11,921,948","13,446,428","14,820,416","15,430,584","14,279,370","13,053,716","13,487,581","14,163,743","15,458,020","18,260,168","16,544,437"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    G471 종합 소매업","종합","매출채권","백만원","원자료","2,021,562","2,377,839","2,398,039","2,272,508","2,290,746","2,849,075","3,194,607","3,032,816","3,006,295","2,857,638","2,870,113","3,689,461","4,279,215","3,693,860"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    G471 종합 소매업","종합","유형자산","백만원","원자료","40,177,860","42,309,959","46,764,908","48,658,411","48,198,499","50,564,684","51,289,348","51,594,524","59,531,253","61,435,146","59,033,583","58,892,623","59,740,242","74,599,547"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    G471 종합 소매업","종합","매입채무","백만원","원자료","6,537,933","6,569,887","7,242,240","7,779,323","7,785,042","8,074,876","7,829,152","6,212,721","5,411,278","5,501,692","4,993,220","5,518,488","6,374,789","5,345,320"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G4711,3 대형 종합 소매업 및 면세점(백화점 제외)","종합","매출채권","백만원","원자료","169,026","273,392","470,186","445,541","486,091","734,481","776,477","746,319","871,971","822,881","520,410","673,565","1,069,875","727,006"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G4711,3 대형 종합 소매업 및 면세점(백화점 제외)","종합","유형자산","백만원","원자료","8,952,458","9,257,358","18,569,222","19,701,878","21,222,342","21,214,404","21,951,807","22,265,756","26,729,608","28,975,832","21,125,188","19,731,361","23,730,115","30,009,898"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G4711,3 대형 종합 소매업 및 면세점(백화점 제외)","종합","매입채무","백만원","원자료","999,370","1,005,572","1,753,420","1,861,844","1,974,129","2,053,186","2,146,943","2,447,629","2,591,223","2,032,988","1,870,615","2,110,479","2,794,028","2,071,502"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G47111 백화점","종합","매출채권","백만원","원자료","965,472","925,713","1,494,497","1,223,375","1,352,138","1,533,762","1,679,204","1,562,562","1,350,713","1,070,704","1,330,408","1,616,600","1,491,462","1,279,950"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G47111 백화점","종합","유형자산","백만원","원자료","16,024,414","7,778,017","23,407,304","22,689,248","23,643,142","25,202,553","24,719,634","24,535,982","27,143,352","24,549,643","29,417,625","30,064,824","26,026,888","34,255,572"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G47111 백화점","종합","매입채무","백만원","원자료","1,916,680","1,359,594","3,948,672","4,101,572","4,134,982","4,085,218","3,538,890","2,183,011","1,203,811","809,779","769,308","754,372","469,158","567,397"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G4712,9 기타 종합 소매업","종합","매출채권","백만원","원자료","887,065","1,178,734","433,355","603,592","452,517","580,833","738,925","723,935","783,612","964,053","1,019,294","1,399,295","1,717,878","1,686,904"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G4712,9 기타 종합 소매업","종합","유형자산","백만원","원자료","15,200,989","25,274,585","4,788,383","6,267,284","3,333,014","4,147,728","4,617,908","4,792,786","5,658,293","7,909,671","8,490,769","9,096,437","9,983,239","10,334,077"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G4712,9 기타 종합 소매업","종합","매입채무","백만원","원자료","3,621,883","4,204,721","1,540,147","1,815,907","1,675,932","1,936,472","2,143,318","1,582,081","1,616,244","2,658,925","2,353,297","2,653,636","3,111,603","2,706,421"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    G472-9 일반 소매업","종합","매출채권","백만원","원자료","2,925,379","3,403,470","3,361,416","3,829,954","5,777,076","6,799,300","7,559,302","8,945,573","7,324,219","8,076,475","9,670,629","10,053,782","13,140,770","12,977,593"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    G472-9 일반 소매업","종합","유형자산","백만원","원자료","7,676,039","8,150,647","6,974,826","7,827,396","8,768,067","9,998,293","10,631,406","13,600,169","15,619,475","18,727,934","22,342,703","25,184,490","27,577,262","28,420,250"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    G472-9 일반 소매업","종합","매입채무","백만원","원자료","3,318,348","3,481,086","4,116,847","4,142,626","5,661,386","6,745,540","7,601,433","8,066,648","7,642,439","7,985,889","9,170,522","9,939,533","11,885,379","11,199,116"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G472-8, G4792-9 일반 소매업(통신판매업 제외)","종합","매출채권","백만원","원자료","2,455,136","2,745,754","2,547,201","2,888,077","2,818,890","3,026,704","3,414,098","4,332,113","3,804,178","4,344,555","4,926,742","5,067,444","5,082,573","5,108,087"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G472-8, G4792-9 일반 소매업(통신판매업 제외)","종합","유형자산","백만원","원자료","6,999,874","7,340,772","5,987,411","6,651,841","6,254,546","6,983,728","7,439,694","9,358,062","11,039,453","12,674,109","14,657,960","15,753,284","16,210,919","16,995,545"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G472-8, G4792-9 일반 소매업(통신판매업 제외)","종합","매입채무","백만원","원자료","2,611,234","2,889,387","2,922,810","3,142,208","2,905,284","3,291,841","3,402,729","4,337,689","3,748,581","4,021,195","4,437,113","4,651,955","4,677,497","4,729,381"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G4791 통신 판매업","종합","매출채권","백만원","원자료","470,243","657,716","814,214","941,876","2,958,185","3,772,595","4,145,204","4,613,460","3,520,041","3,731,919","4,743,887","4,986,338","8,058,197","7,869,506"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G4791 통신 판매업","종합","유형자산","백만원","원자료","676,165","809,875","987,415","1,175,556","2,513,521","3,014,565","3,191,712","4,242,108","4,580,021","6,053,825","7,684,743","9,431,206","11,366,342","11,424,705"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","      G4791 통신 판매업","종합","매입채무","백만원","원자료","707,114","591,699","1,194,037","1,000,418","2,756,103","3,453,699","4,198,704","3,728,960","3,893,858","3,964,693","4,733,409","5,287,578","7,207,882","6,469,736"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","H 운수 및 창고업","종합","매출채권","백만원","원자료","12,261,526","12,936,886","13,151,328","13,791,768","13,593,813","14,535,749","15,137,554","15,443,775","16,597,364","18,557,472","24,187,056","24,707,221","25,479,871","27,200,679"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","H 운수 및 창고업","종합","유형자산","백만원","원자료","130,454,682","128,906,651","133,951,125","138,175,328","153,073,828","147,263,276","154,076,087","154,599,171","153,778,166","178,268,760","189,044,566","202,560,669","219,443,108","237,745,837"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","H 운수 및 창고업","종합","매입채무","백만원","원자료","8,401,133","8,374,643","9,210,581","8,479,595","7,592,035","9,227,325","7,566,842","9,239,522","9,827,854","10,486,619","12,915,681","13,092,928","13,174,719","14,294,704"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H49 육상운송 및 파이프라인 운송업","종합","매출채권","백만원","원자료","3,352,247","3,750,919","4,404,784","4,661,415","4,829,299","4,979,123","5,196,251","5,314,961","5,300,787","4,829,097","5,734,845","6,283,498","6,971,642","6,873,717"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H49 육상운송 및 파이프라인 운송업","종합","유형자산","백만원","원자료","35,552,360","38,344,664","50,610,201","51,058,601","62,638,567","62,936,627","68,963,778","63,822,016","48,862,079","67,263,555","69,739,510","74,655,356","77,405,537","75,867,228"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H49 육상운송 및 파이프라인 운송업","종합","매입채무","백만원","원자료","2,050,997","2,142,863","2,348,383","2,641,745","2,282,913","2,434,177","2,548,887","2,567,468","2,663,732","2,415,553","2,971,685","3,203,520","3,270,672","3,167,633"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    H491 철도운송업","종합","매출채권","백만원","원자료","254,204","296,947","337,783","508,231","397,060","320,859","384,263","456,663","586,636","493,935","584,575","717,112","703,291","319,070"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    H491 철도운송업","종합","유형자산","백만원","원자료","26,599,667","21,387,905","29,826,184","37,531,598","17,404,604","16,109,892","17,219,610","19,713,818","19,547,273","22,059,911","21,956,856","25,515,312","26,165,988","26,846,287"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    H491 철도운송업","종합","매입채무","백만원","원자료","159,990","231,569","225,947","569,878","203,765","186,944","231,932","273,695","260,086","286,759","375,813","297,139","335,812","389,982"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    H492 육상 여객 운송업","종합","매출채권","백만원","원자료","241,310","329,621","353,955","326,761","437,150","436,066","522,247","415,375","361,268","424,899","445,711","559,016","687,220","749,353"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    H492 육상 여객 운송업","종합","유형자산","백만원","원자료","5,334,078","11,774,418","13,804,844","6,259,264","37,428,202","38,592,552","43,113,018","33,756,124","16,955,364","34,260,593","35,407,057","35,781,796","36,596,722","34,921,582"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    H492 육상 여객 운송업","종합","매입채무","백만원","원자료","378,044","329,321","412,759","301,776","277,306","271,238","278,532","236,678","237,096","192,220","232,488","301,147","285,057","294,690"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    H493-5 도로 화물, 소화물 전문, 파이프라인 운송업","종합","매출채권","백만원","원자료","2,856,734","3,124,351","3,713,046","3,826,423","3,995,089","4,222,198","4,289,742","4,442,923","4,352,883","3,910,264","4,704,559","5,007,371","5,581,131","5,805,293"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    H493-5 도로 화물, 소화물 전문, 파이프라인 운송업","종합","유형자산","백만원","원자료","3,618,616","5,182,340","6,979,174","7,267,739","7,805,761","8,234,184","8,631,150","10,352,075","12,359,442","10,943,051","12,375,597","13,358,248","14,642,827","14,099,358"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    H493-5 도로 화물, 소화물 전문, 파이프라인 운송업","종합","매입채무","백만원","원자료","1,512,962","1,581,973","1,709,677","1,770,091","1,801,842","1,975,995","2,038,422","2,057,096","2,166,550","1,936,574","2,363,385","2,605,234","2,649,804","2,482,961"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H50 수상 운송업","종합","매출채권","백만원","원자료","2,681,405","2,985,634","2,713,053","2,653,600","2,365,277","2,189,365","1,846,516","2,136,666","2,695,259","3,159,503","5,039,671","4,473,618","4,495,054","4,859,078"
