column,n_distress,n_normal,mean_distress,mean_normal,median_distress,median_normal,cohens_d,cles,direction,mw_stat,p_value_raw,p_value_fdr,significant_fdr,keep,remove_reason
매입채무지급기간_diff,97,1091,0.972056,0.927925,1.022567,1.057087,0.2173,0.4612,ambiguous,48808.0,0.20093260107267774,0.23442136791812404,0.0,0,FDR 비유의
매입채무지급기간_ratio,97,1091,0.702918,0.592602,0.776582,0.855679,0.212,0.4663,ambiguous,49346.0,0.2664448501738991,0.30901296233185926,0.0,0,FDR 비유의
현금전환주기_CCC_diff,97,1091,1.144934,0.620024,1.311768,0.706665,1.4336,0.8267,distress_high,87489.0,2.6633863017800707e-27,1.740079050496313e-25,1.0,1,
현금전환주기_CCC_ratio,97,1091,0.691575,0.498582,0.76186,0.514102,1.4548,0.8283,distress_high,87657.0,1.4981360573502616e-27,1.4681733362032564e-25,1.0,1,
영업CF_유동부채_diff,97,1091,0.282826,0.350609,0.289224,0.30071,-0.2608,0.2299,normal_high,24332.5,1.081902610025951e-18,8.155881214041783e-18,1.0,1,
영업CF_유동부채_ratio,97,1091,0.075563,0.141356,0.081494,0.092511,-0.257,0.2087,normal_high,22081.0,1.7050013816033425e-21,1.5913346228297864e-20,1.0,1,
영업CF_총부채_diff,97,1091,0.51415,0.88105,0.569065,0.649782,-0.4668,0.1908,normal_high,20193.5,5.2751977227553536e-24,1.2924234420750617e-22,1.0,1,
영업CF_총부채_ratio,97,1091,0.433775,0.680194,0.468984,0.525524,-0.4715,0.1918,normal_high,20296.0,7.28226860512756e-24,1.5859162740055576e-22,1.0,1,
FCF_총자산_diff,97,1091,0.459546,0.536625,0.510493,0.54407,-0.4316,0.2811,normal_high,29744.0,8.36819191745167e-13,2.8278717514147026e-12,1.0,1,
FCF_총자산_ratio,97,1091,0.381324,0.238886,0.269237,0.247894,0.4347,0.6806,distress_high,72029.5,3.5652882875992487e-09,8.627117337894478e-09,1.0,1,
매출액증가율_diff,97,1091,0.190998,0.108693,0.084816,0.084332,0.1702,0.5298,ambiguous,56062.0,0.33093572082143274,0.3757083656531185,0.0,0,FDR 비유의
매출액증가율_ratio,97,1091,0.110781,0.086031,0.091493,0.091511,0.1394,0.5174,ambiguous,54754.0,0.5697170443705573,0.6101887469761159,0.0,0,FDR 비유의
영업이익증가율_diff,97,1091,0.355641,0.364294,0.369995,0.369995,-0.0233,0.438,normal_high,46349.5,0.042567285758509106,0.05417654551082977,0.0,0,FDR 비유의
영업이익증가율_ratio,97,1091,0.623343,0.683316,0.682159,0.682159,-0.0599,0.4766,ambiguous,50436.0,0.44323365881713295,0.4936011200463526,0.0,0,FDR 비유의
순이익증가율_diff,97,1091,0.642142,0.670007,0.687382,0.712675,-0.1183,0.4392,normal_high,46481.0,0.04683917591526102,0.058849221021738195,0.0,0,FDR 비유의
순이익증가율_ratio,97,1091,0.328634,0.348687,0.353341,0.353341,-0.0293,0.492,ambiguous,52064.0,0.7921833513738765,0.8347738541359129,0.0,0,FDR 비유의
EBITDA증가율_diff,97,1091,0.561828,0.507679,0.500376,0.517615,0.1123,0.4263,normal_high,45110.0,0.015933518241522664,0.021838948079289804,1.0,1,
EBITDA증가율_ratio,97,1091,0.332295,0.370486,0.43658,0.436646,-0.0188,0.4802,ambiguous,50820.0,0.5174780346802088,0.5634760822073385,0.0,0,FDR 비유의
총자산증가율_diff,97,1091,0.210193,0.23031,0.199563,0.208184,-0.1371,0.402,normal_high,42542.0,0.00136098654146501,0.0021170901756122377,1.0,1,
총자산증가율_ratio,97,1091,0.318181,0.327274,0.313181,0.317124,-0.1415,0.39,normal_high,41269.0,0.00032322091853109335,0.0005323638658159185,1.0,1,
유형자산증가율_diff,97,1091,0.736967,0.637226,0.303073,0.303391,0.0135,0.4991,ambiguous,52821.0,0.9773333767977724,0.9773333767977724,0.0,0,FDR 비유의
유형자산증가율_ratio,97,1091,0.517629,0.451384,0.287761,0.287874,0.0169,0.4779,ambiguous,50572.5,0.46975283296608084,0.5201782783127223,0.0,0,FDR 비유의
자기자본증가율_diff,97,1091,4.211205,0.751806,0.717443,0.73063,0.3531,0.2829,normal_high,29941.0,1.2970716554128506e-12,4.237100741015312e-12,1.0,1,
자기자본증가율_ratio,97,1091,1.307081,0.761178,0.752255,0.754355,0.3498,0.2637,normal_high,27906.0,1.1254470713404974e-14,4.595575541307031e-14,1.0,1,
부채증가율_diff,97,1091,0.24471,0.39455,0.226182,0.21582,-0.0411,0.5603,distress_high,59297.0,0.04869929929726811,0.06079657746665318,0.0,0,FDR 비유의
부채증가율_ratio,97,1091,0.213939,0.21469,0.213791,0.213732,-0.0411,0.5875,distress_high,62176.0,0.004232200148167085,0.006480556476880848,1.0,1,
영업현금흐름증가율_diff,97,1091,0.295349,0.29332,0.294918,0.291755,0.0068,0.5397,ambiguous,57119.5,0.19358445220337073,0.22720091396323752,0.0,0,FDR 비유의
영업현금흐름증가율_ratio,97,1091,0.421613,0.397922,0.40533,0.40533,0.1298,0.5588,distress_high,59131.0,0.05303532926872776,0.06579066162449773,0.0,0,FDR 비유의
FCF증가율_diff,97,1091,0.653188,0.745859,0.760293,0.758206,-0.2102,0.5279,ambiguous,55868.0,0.36060058419638075,0.40619376150856684,0.0,0,FDR 비유의
FCF증가율_ratio,97,1091,0.30043,0.29489,0.295032,0.295032,0.0933,0.4878,ambiguous,51624.0,0.6853824753230267,0.7300813324093111,0.0,0,FDR 비유의
ROA변화_diff,97,1091,0.551481,0.558471,0.561766,0.555404,-0.049,0.5624,distress_high,59512.0,0.04155143257911965,0.05322928617978727,0.0,0,FDR 비유의
ROA변화_ratio,97,1091,0.511275,0.498584,0.492789,0.492715,0.0243,0.4703,ambiguous,49771.0,0.331620139071375,0.3757083656531185,0.0,0,FDR 비유의
영업이익률변화_diff,97,1091,0.469535,0.437745,0.44381,0.440291,0.0814,0.5801,distress_high,61388.5,0.008862274192080202,0.013060193546223455,1.0,1,
영업이익률변화_ratio,97,1091,0.695565,0.679899,0.680157,0.680104,0.3083,0.5684,distress_high,60151.0,0.02534577923924954,0.03449842174231187,1.0,1,
부채비율변화_diff,97,1091,-0.740471,0.094899,0.048618,0.048369,-0.3138,0.5755,distress_high,60899.5,0.013626842554347525,0.019164965292941333,1.0,1,
부채비율변화_ratio,97,1091,9.146852,-0.169624,0.349467,0.349467,0.3124,0.4509,ambiguous,47721.5,0.10804059119527039,0.12991383971946624,0.0,0,FDR 비유의
유동비율변화_diff,97,1091,0.610845,0.516649,0.574052,0.575216,0.0518,0.4798,ambiguous,50771.0,0.5082929364116134,0.5596933457116642,0.0,0,FDR 비유의
유동비율변화_ratio,97,1091,0.871727,0.874637,0.871071,0.871079,-0.0201,0.5052,ambiguous,53459.0,0.8663403351115988,0.8984270141898062,0.0,0,FDR 비유의
업력_diff,97,1091,0.197346,0.341265,0.11549,0.278185,-0.4875,0.3369,normal_high,35651.0,9.758000245281599e-08,2.056524782876552e-07,1.0,1,
업력_ratio,97,1091,0.173825,0.330076,0.072939,0.263183,-0.4856,0.3325,normal_high,35190.0,4.4109852883002646e-08,9.714079960751145e-08,1.0,1,
