통계표,업종코드,기업규모,계정항목,단위,변환,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    C311 선박 및 보트 건조업","종합","매출액","백만원","원자료","83,842,854","78,614,154","78,644,367","75,238,946","64,349,287","48,781,725","42,233,003","38,763,068","41,115,554","37,929,083","42,985,790","55,633,153","67,527,899"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    C311 선박 및 보트 건조업","종합","매출원가","백만원","원자료","76,098,657","74,551,617","77,285,560","76,737,908","60,223,802","44,367,459","39,480,449","36,171,166","39,058,650","39,730,349","42,790,471","51,593,563","60,253,655"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    C311 선박 및 보트 건조업","종합","영업손익","백만원","원자료","2,918,138","-439,089","-3,030,193","-6,441,220","-750,161","657,136","-162,193","85,107","-567,712","-4,607,336","-2,648,949","926,624","3,428,749"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    C312,3,9 철도, 항공기 및 그 외 기타 운송장비","종합","매출액","백만원","원자료","7,322,011","7,804,808","10,104,914","11,610,595","11,815,084","10,222,838","10,862,604","10,029,227","9,508,379","10,269,900","13,151,654","17,312,623","20,658,846"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    C312,3,9 철도, 항공기 및 그 외 기타 운송장비","종합","매출원가","백만원","원자료","6,417,843","6,875,146","8,830,291","10,387,530","10,088,993","9,174,584","9,567,025","8,951,353","8,449,449","9,098,740","11,451,788","14,577,336","16,271,217"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    C312,3,9 철도, 항공기 및 그 외 기타 운송장비","종합","영업손익","백만원","원자료","366,276","362,878","148,988","93,444","590,671","-100,850","-2,450","-63,043","138,375","96,880","284,926","1,078,953","2,251,070"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  C32 가구","종합","매출액","백만원","원자료","5,849,842","5,383,152","6,371,495","7,637,836","8,195,889","10,058,381","10,677,438","10,351,485","9,646,265","11,910,314","12,192,004","12,326,735","13,099,713"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  C32 가구","종합","매출원가","백만원","원자료","4,600,670","4,329,919","5,090,149","6,063,826","6,492,871","8,120,217","8,679,634","8,280,868","7,472,389","9,232,443","9,642,840","9,600,753","10,100,553"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  C32 가구","종합","영업손익","백만원","원자료","161,295","156,886","276,154","383,293","391,211","459,788","424,137","324,045","372,126","416,107","227,038","376,021","479,516"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  C33 기타 제품 제조업","종합","매출액","백만원","원자료","9,291,396","9,341,832","10,125,948","10,544,518","11,203,733","12,310,695","11,905,294","12,199,950","12,227,792","13,839,197","15,039,337","14,084,275","14,528,686"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  C33 기타 제품 제조업","종합","매출원가","백만원","원자료","6,918,945","6,888,128","7,437,456","7,718,914","8,186,995","9,088,392","8,665,221","8,968,653","9,046,740","10,119,303","10,877,042","10,187,568","10,513,964"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  C33 기타 제품 제조업","종합","영업손익","백만원","원자료","585,201","503,371","572,722","609,931","678,381","662,892","581,011","482,594","519,395","665,134","920,145","588,220","557,051"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  C34 산업용기계 및 장비수리업","종합","매출액","백만원","원자료","1,086,435","1,421,082","1,434,285","1,217,689","1,309,994","1,348,334","1,230,151","1,160,720","1,285,206","698,296","817,598","1,302,550","1,948,254"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  C34 산업용기계 및 장비수리업","종합","매출원가","백만원","원자료","425,216","575,241","499,807","513,454","559,674","601,657","445,364","468,683","792,076","342,355","370,334","773,198","1,122,713"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  C34 산업용기계 및 장비수리업","종합","영업손익","백만원","원자료","34,409","45,149","46,921","48,739","42,054","57,413","55,315","59,509","42,126","24,675","36,940","11,169","78,844"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","비제조업","종합","매출액","백만원","원자료","1,699,237,595","1,773,982,161","1,844,310,208","1,900,504,407","1,989,668,462","2,169,578,433","2,250,816,800","2,286,403,674","2,298,453,120","2,653,265,034","3,045,762,694","3,002,103,698","3,065,565,716"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","비제조업","종합","매출원가","백만원","원자료","1,328,600,880","1,382,537,200","1,416,189,351","1,423,506,902","1,477,297,360","1,618,527,660","1,678,388,172","1,686,965,730","1,680,163,491","1,929,326,846","2,264,197,324","2,209,918,622","2,213,396,550"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","비제조업","종합","영업손익","백만원","원자료","51,871,681","54,169,088","68,741,331","81,247,289","98,299,410","105,549,809","95,929,807","92,068,243","90,540,023","121,677,384","108,419,217","109,471,152","126,875,300"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","D35 전기, 가스, 증기 및 공기조절 공급업","종합","매출액","백만원","원자료","155,108,051","162,926,050","165,896,103","148,709,864","141,598,781","144,997,736","156,281,614","146,631,035","142,656,432","162,439,737","239,385,381","237,235,973","231,061,847"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","D35 전기, 가스, 증기 및 공기조절 공급업","종합","매출원가","백만원","원자료","148,814,818","154,111,016","153,765,054","130,289,226","122,007,704","131,937,738","147,537,698","138,681,705","128,826,165","157,991,197","258,284,009","227,773,953","207,999,278"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","D35 전기, 가스, 증기 및 공기조절 공급업","종합","영업손익","백만원","원자료","2,402,580","4,737,482","7,972,948","13,701,138","14,315,286","7,532,933","3,027,894","1,948,973","7,440,859","-2,550,348","-26,461,762","1,726,882","15,445,984"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  D351 전기업","종합","매출액","백만원","원자료","93,844,894","98,548,035","102,604,302","102,040,110","103,360,778","105,919,678","111,735,300","102,575,395","101,761,087","113,493,618","154,668,636","162,623,873","168,320,783"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  D351 전기업","종합","매출원가","백만원","원자료","91,456,300","93,791,957","94,035,118","87,288,731","87,416,145","96,531,935","106,933,103","98,734,812","92,458,151","113,601,102","179,123,057","158,457,622","151,368,838"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  D351 전기업","종합","영업손익","백만원","원자료","310,389","2,572,362","6,390,681","12,079,936","12,819,015","5,984,845","1,317,031","148,621","5,548,911","-4,357,680","-29,068,887","-677,780","11,974,988"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  D352,3 연료용 가스, 증기 · 냉온수 및 공기조절 공급업","종합","매출액","백만원","원자료","61,263,157","64,378,015","63,291,802","46,669,754","38,238,003","39,078,058","44,546,314","44,055,640","40,895,346","48,946,120","84,716,745","74,612,100","62,741,064"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  D352,3 연료용 가스, 증기 · 냉온수 및 공기조절 공급업","종합","매출원가","백만원","원자료","57,358,518","60,319,059","59,729,936","43,000,496","34,591,560","35,405,803","40,604,595","39,946,894","36,368,014","44,390,095","79,160,952","69,316,332","56,630,440"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  D352,3 연료용 가스, 증기 · 냉온수 및 공기조절 공급업","종합","영업손익","백만원","원자료","2,092,191","2,165,120","1,582,266","1,621,202","1,496,271","1,548,088","1,710,863","1,800,351","1,891,948","1,807,332","2,607,125","2,404,662","3,470,997"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","F 건설업","종합","매출액","백만원","원자료","284,320,890","317,320,121","330,976,850","358,355,495","387,405,538","422,363,677","427,903,620","425,843,031","429,970,856","441,691,931","515,904,194","528,372,907","517,035,812"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","F 건설업","종합","매출원가","백만원","원자료","251,107,908","283,962,407","293,490,224","316,406,199","338,145,805","367,106,776","369,294,369","365,656,712","366,781,857","375,378,509","445,674,704","461,154,518","448,782,398"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","F 건설업","종합","영업손익","백만원","원자료","5,577,871","5,239,876","9,312,277","9,708,521","16,060,990","20,780,583","21,163,806","20,305,511","20,149,864","20,692,385","20,091,987","15,541,904","14,215,487"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  F41 종합 건설업","종합","매출액","백만원","원자료","169,782,170","195,824,596","203,497,047","224,727,159","240,834,482","255,430,382","254,566,680","245,825,640","248,125,787","248,934,279","297,914,294","296,464,478","285,922,808"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  F41 종합 건설업","종합","매출원가","백만원","원자료","153,291,093","179,992,460","185,030,425","204,026,153","214,196,535","225,671,383","223,105,524","215,065,818","215,744,681","214,264,670","262,137,004","266,779,985","256,979,658"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  F41 종합 건설업","종합","영업손익","백만원","원자료","2,136,864","1,359,898","4,965,475","4,381,541","9,943,792","13,496,000","13,960,568","12,516,850","12,332,913","14,045,824","13,095,786","7,245,681","5,569,585"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  F42 전문직별 공사업","종합","매출액","백만원","원자료","114,538,720","121,495,525","127,479,803","133,628,336","146,571,056","166,933,295","173,336,940","180,017,391","181,845,068","192,757,652","217,989,900","231,908,429","231,113,003"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  F42 전문직별 공사업","종합","매출원가","백만원","원자료","97,816,815","103,969,946","108,459,799","112,380,047","123,949,270","141,435,392","146,188,845","150,590,894","151,037,176","161,113,839","183,537,700","194,374,532","191,802,740"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  F42 전문직별 공사업","종합","영업손익","백만원","원자료","3,441,007","3,879,978","4,346,801","5,326,980","6,117,198","7,284,583","7,203,238","7,788,661","7,816,951","6,646,561","6,996,201","8,296,223","8,645,902"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","서비스업","종합","매출액","백만원","원자료","1,247,356,769","1,280,858,422","1,334,224,473","1,379,853,540","1,446,947,229","1,588,043,109","1,652,592,335","1,699,530,242","1,711,304,717","2,031,992,028","2,271,096,102","2,217,593,728","2,297,529,614"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","서비스업","종합","매출원가","백만원","원자료","918,385,664","933,547,466","958,039,823","965,617,308","1,005,908,958","1,108,134,004","1,149,937,578","1,170,398,423","1,172,469,321","1,382,000,097","1,544,267,670","1,505,238,567","1,540,375,449"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","서비스업","종합","영업손익","백만원","원자료","43,221,838","43,835,789","50,817,712","57,289,727","67,281,504","76,348,832","71,464,051","69,797,987","62,715,090","102,781,782","114,029,571","91,830,669","96,409,213"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","E37-39 하수 · 폐기물 처리, 원료재생업","종합","매출액","백만원","원자료","15,379,655","15,356,293","15,600,710","15,546,179","15,696,160","18,013,750","19,611,033","19,633,836","19,566,207","23,978,826","26,293,210","25,319,441","24,626,214"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","E37-39 하수 · 폐기물 처리, 원료재생업","종합","매출원가","백만원","원자료","11,255,276","11,079,860","10,969,184","10,621,867","10,466,364","12,042,450","13,017,246","12,564,679","12,136,070","15,696,804","17,405,879","16,578,817","15,935,031"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","E37-39 하수 · 폐기물 처리, 원료재생업","종합","영업손익","백만원","원자료","758,730","840,821","942,104","972,243","1,114,508","1,400,261","1,587,559","1,587,764","1,585,635","1,897,138","2,005,859","1,720,408","1,397,661"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  E37, E381,2, E39 하수 · 폐수 · 분뇨처리 및 폐기물 수집 · 운반 · 처리, 환경 정화 · 복원업","종합","매출액","백만원","원자료","6,178,533","6,690,595","7,310,602","8,000,698","8,626,955","9,415,339","10,403,254","11,280,179","11,832,117","13,158,276","14,000,079","14,033,781","14,365,644"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  E37, E381,2, E39 하수 · 폐수 · 분뇨처리 및 폐기물 수집 · 운반 · 처리, 환경 정화 · 복원업","종합","매출원가","백만원","원자료","2,897,260","3,201,313","3,507,192","3,916,949","4,281,361","4,540,789","5,008,381","5,336,826","5,492,276","6,294,686","6,689,491","6,732,070","6,933,762"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  E37, E381,2, E39 하수 · 폐수 · 분뇨처리 및 폐기물 수집 · 운반 · 처리, 환경 정화 · 복원업","종합","영업손익","백만원","원자료","539,847","652,407","736,094","801,161","873,841","1,023,777","1,150,950","1,251,768","1,332,183","1,368,828","1,476,413","1,333,099","1,220,451"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  E383 해체, 선별 및 원료재생업","종합","매출액","백만원","원자료","9,201,122","8,665,697","8,290,108","7,545,481","7,069,206","8,598,412","9,207,779","8,353,657","7,734,090","10,820,550","12,293,132","11,285,660","10,260,570"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  E383 해체, 선별 및 원료재생업","종합","매출원가","백만원","원자료","8,358,016","7,878,547","7,461,992","6,704,918","6,185,003","7,501,661","8,008,865","7,227,853","6,643,795","9,402,118","10,716,388","9,846,747","9,001,269"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  E383 해체, 선별 및 원료재생업","종합","영업손익","백만원","원자료","218,883","188,414","206,011","171,083","240,667","376,485","436,609","335,996","253,452","528,310","529,446","387,309","177,210"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","G 도매 및 소매업","종합","매출액","백만원","원자료","698,979,718","708,356,174","732,948,151","737,405,840","769,953,070","847,358,095","895,510,769","908,245,242","928,249,501","1,081,365,648","1,203,147,408","1,177,572,478","1,193,510,172"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","G 도매 및 소매업","종합","매출원가","백만원","원자료","579,573,655","581,969,195","597,283,840","596,417,702","619,550,189","684,481,647","723,000,145","730,843,812","743,864,949","871,151,105","967,221,473","937,366,185","941,415,284"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","G 도매 및 소매업","종합","영업손익","백만원","원자료","19,049,574","19,014,969","21,097,213","19,466,971","21,244,080","23,389,812","22,820,697","22,228,403","21,268,338","28,915,859","33,804,196","32,919,141","33,873,245"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  G45 자동차 및 부품 판매업","종합","매출액","백만원","원자료","25,211,371","29,147,462","34,942,423","40,419,458","38,088,518","40,898,294","45,337,801","47,985,084","52,748,704","62,086,240","69,999,589","73,568,014","70,708,714"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  G45 자동차 및 부품 판매업","종합","매출원가","백만원","원자료","21,956,456","25,549,972","30,635,545","35,233,567","33,354,597","35,433,681","39,493,023","41,733,991","45,639,848","54,293,729","61,356,201","65,195,356","61,320,971"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  G45 자동차 및 부품 판매업","종합","영업손익","백만원","원자료","521,349","509,180","793,557","1,140,634","593,525","826,078","391,319","933,737","1,117,086","1,482,412","1,934,165","1,148,599","1,916,824"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  G46 도매 및 상품중개업","종합","매출액","백만원","원자료","554,757,796","554,286,134","565,604,534","555,256,139","575,240,506","642,116,392","672,030,329","680,975,763","674,931,613","795,555,669","889,100,238","848,987,149","862,657,524"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  G46 도매 및 상품중개업","종합","매출원가","백만원","원자료","475,374,762","471,333,250","476,745,814","462,188,691","477,056,688","535,337,686","559,386,226","563,705,815","558,559,065","663,204,103","742,833,970","700,355,154","706,455,958"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  G46 도매 및 상품중개업","종합","영업손익","백만원","원자료","13,029,677","12,628,695","14,490,977","13,769,553","15,884,592","18,007,648","18,248,767","17,837,957","17,772,790","24,708,991","27,944,924","26,983,871","26,543,392"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  G47 소매업(자동차 제외)","종합","매출액","백만원","원자료","119,010,552","124,922,579","132,401,195","141,730,242","156,624,046","164,343,409","178,142,638","179,284,395","200,569,184","223,723,739","244,047,581","255,017,314","260,143,934"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  G47 소매업(자동차 제외)","종합","매출원가","백만원","원자료","82,242,436","85,085,973","89,902,481","98,995,444","109,138,905","113,710,280","124,120,895","125,404,006","139,666,036","153,653,273","163,031,302","171,815,676","173,638,354"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  G47 소매업(자동차 제외)","종합","영업손익","백만원","원자료","5,498,548","5,877,094","5,812,679","4,556,785","4,765,964","4,556,087","4,180,612","3,456,708","2,378,462","2,724,455","3,925,107","4,786,671","5,413,029"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    G471 종합 소매업","종합","매출액","백만원","원자료","63,247,440","68,972,449","71,993,770","73,606,977","82,110,630","82,000,908","81,137,218","84,281,062","90,159,463","94,567,642","102,638,360","101,552,387","100,204,770"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    G471 종합 소매업","종합","매출원가","백만원","원자료","42,824,180","46,696,737","48,677,748","50,362,546","56,300,362","54,980,735","53,428,776","57,139,563","63,911,582","64,310,232","66,450,039","69,521,149","68,705,895"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    G471 종합 소매업","종합","영업손익","백만원","원자료","4,176,854","4,332,300","4,289,238","3,757,420","3,729,385","3,233,234","3,142,518","2,596,287","1,266,647","2,127,732","2,718,971","3,183,425","2,436,474"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G4711,3 대형 종합 소매업 및 면세점(백화점 제외)","종합","매출액","백만원","원자료","12,709,628","24,331,313","26,240,029","25,441,701","28,411,553","30,585,668","35,307,428","39,001,822","34,357,817","35,260,029","39,582,468","36,687,054","35,267,535"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G4711,3 대형 종합 소매업 및 면세점(백화점 제외)","종합","매출원가","백만원","원자료","8,270,253","16,471,393","17,592,979","16,226,228","18,091,387","19,842,920","23,732,155","26,900,953","24,439,600","24,232,974","24,511,194","25,592,090","25,082,225"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G4711,3 대형 종합 소매업 및 면세점(백화점 제외)","종합","영업손익","백만원","원자료","931,670","1,729,520","1,994,473","1,705,983","1,531,941","1,189,666","1,475,691","1,302,237","34,244","563,975","540,481","1,084,934","480,079"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G47111 백화점","종합","매출액","백만원","원자료","4,637,530","22,272,986","21,268,017","24,492,155","25,028,987","19,597,500","17,238,016","15,030,123","12,354,584","15,633,409","16,238,613","14,630,858","14,589,235"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G47111 백화점","종합","매출원가","백만원","원자료","1,571,198","13,004,887","12,387,463","15,167,775","15,191,210","9,640,437","7,085,862","6,541,357","5,525,331","6,158,934","5,891,410","5,104,898","4,841,936"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G47111 백화점","종합","영업손익","백만원","원자료","772,160","2,052,794","1,780,723","1,549,894","1,576,485","1,386,527","1,266,142","815,297","245,843","711,937","1,254,345","1,256,984","1,116,071"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G4712,9 기타 종합 소매업","종합","매출액","백만원","원자료","45,900,283","22,368,151","24,485,724","23,673,121","28,670,090","31,817,741","28,591,774","30,249,117","43,447,062","43,674,204","46,817,279","50,234,476","50,348,001"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G4712,9 기타 종합 소매업","종합","매출원가","백만원","원자료","32,982,730","17,220,457","18,697,306","18,968,543","23,017,765","25,497,377","22,610,759","23,697,253","33,946,650","33,918,324","36,047,434","38,824,162","38,781,734"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G4712,9 기타 종합 소매업","종합","영업손익","백만원","원자료","2,473,024","549,986","514,043","501,543","620,959","657,041","400,685","478,753","986,560","851,820","924,145","841,507","840,324"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    G472-9 일반 소매업","종합","매출액","백만원","원자료","55,763,112","55,950,129","60,407,425","68,123,265","74,513,416","82,342,500","97,005,420","95,003,332","110,409,720","129,156,096","141,409,221","153,464,927","159,939,164"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    G472-9 일반 소매업","종합","매출원가","백만원","원자료","39,418,256","38,389,236","41,224,733","48,632,897","52,838,543","58,729,545","70,692,120","68,264,443","75,754,455","89,343,041","96,581,263","102,294,526","104,932,460"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    G472-9 일반 소매업","종합","영업손익","백만원","원자료","1,321,695","1,544,794","1,523,440","799,364","1,036,579","1,322,853","1,038,094","860,421","1,111,815","596,723","1,206,135","1,603,246","2,976,556"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G472-8, G4792-9 일반 소매업(통신판매업 제외)","종합","매출액","백만원","원자료","44,104,004","42,832,849","45,396,896","42,412,348","44,161,631","48,348,474","57,626,641","54,791,227","62,076,822","71,077,862","75,871,318","73,794,460","76,198,472"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G472-8, G4792-9 일반 소매업(통신판매업 제외)","종합","매출원가","백만원","원자료","33,945,762","32,450,776","34,130,443","31,939,810","32,829,144","36,213,657","43,713,276","40,438,449","45,227,114","51,745,279","55,783,535","53,423,554","55,190,367"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G472-8, G4792-9 일반 소매업(통신판매업 제외)","종합","영업손익","백만원","원자료","711,042","795,048","769,545","705,567","808,977","899,914","1,020,325","825,008","771,288","1,464,556","1,647,968","1,355,924","1,428,039"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G4791 통신 판매업","종합","매출액","백만원","원자료","11,659,108","13,117,280","15,010,528","25,710,917","30,351,785","33,994,026","39,378,779","40,212,105","48,332,898","58,078,234","65,537,903","79,670,467","83,740,691"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G4791 통신 판매업","종합","매출원가","백만원","원자료","5,472,495","5,938,460","7,094,290","16,693,087","20,009,399","22,515,889","26,978,844","27,825,994","30,527,340","37,597,762","40,797,728","48,870,973","49,742,092"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","      G4791 통신 판매업","종합","영업손익","백만원","원자료","610,653","749,747","753,895","93,797","227,602","422,939","17,769","35,414","340,527","-867,833","-441,832","247,322","1,548,517"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","H 운수 및 창고업","종합","매출액","백만원","원자료","162,558,151","160,363,990","166,235,985","168,978,397","165,889,074","172,779,848","178,598,933","184,967,122","174,073,008","226,663,731","284,248,827","260,859,156","290,987,904"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","H 운수 및 창고업","종합","매출원가","백만원","원자료","132,024,785","129,285,370","130,802,138","130,602,833","127,560,737","131,639,022","137,492,702","141,557,479","137,192,703","169,064,997","208,305,037","195,582,294","214,472,046"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","H 운수 및 창고업","종합","영업손익","백만원","원자료","4,949,199","4,572,732","7,408,721","9,021,093","7,867,650","9,163,998","7,572,650","8,360,233","1,393,806","16,370,924","28,482,809","13,736,315","19,124,694"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H49 육상운송 및 파이프라인 운송업","종합","매출액","백만원","원자료","46,275,437","48,905,299","51,571,176","54,994,376","56,375,135","58,655,757","60,754,750","61,473,974","54,988,953","62,521,205","71,174,810","78,340,809","83,095,745"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H49 육상운송 및 파이프라인 운송업","종합","매출원가","백만원","원자료","36,324,722","38,741,964","40,431,735","42,610,317","43,288,076","45,868,371","47,986,917","47,587,692","46,353,995","51,974,918","57,662,380","60,428,616","61,434,817"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H49 육상운송 및 파이프라인 운송업","종합","영업손익","백만원","원자료","-708,393","-763,466","-375,855","191,363","384,190","-366,000","-1,170,043","-347,051","-3,959,557","-3,218,655","-2,156,015","-1,452,808","-603,286"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    H491 철도운송업","종합","매출액","백만원","원자료","5,657,087","6,207,488","7,811,242","5,359,999","5,494,351","5,733,855","6,313,728","6,353,787","4,973,610","5,796,355","6,253,766","6,608,805","7,539,029"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    H491 철도운송업","종합","매출원가","백만원","원자료","5,952,375","6,547,178","8,083,976","5,072,542","5,108,396","5,951,061","6,082,831","6,168,643","5,909,425","6,411,232","6,412,884","6,797,572","7,314,752"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    H491 철도운송업","종합","영업손익","백만원","원자료","-599,302","-716,811","-737,267","52,966","112,467","-485,353","-52,767","-114,387","-1,194,683","-878,390","-416,427","-458,949","-69,829"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    H492 육상 여객 운송업","종합","매출액","백만원","원자료","14,447,952","14,922,430","14,412,459","18,715,795","19,059,536","19,141,998","18,239,401","16,873,356","16,245,679","16,851,132","19,578,221","21,572,796","22,906,878"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    H492 육상 여객 운송업","종합","매출원가","백만원","원자료","12,676,145","12,903,964","12,020,262","16,176,131","16,350,241","16,573,976","16,778,372","14,687,623","16,701,697","16,839,608","18,689,112","19,831,396","20,390,220"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    H492 육상 여객 운송업","종합","영업손익","백만원","원자료","-754,385","-646,599","-336,048","-607,014","-495,365","-632,768","-1,838,900","-1,106,124","-3,651,483","-3,303,851","-2,862,916","-2,334,394","-1,828,329"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    H493-5 도로 화물, 소화물 전문, 파이프라인 운송업","종합","매출액","백만원","원자료","26,170,397","27,775,381","29,347,475","30,918,582","31,821,248","33,779,904","36,201,621","38,246,830","33,769,663","39,873,718","45,342,823","50,159,208","52,649,838"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    H493-5 도로 화물, 소화물 전문, 파이프라인 운송업","종합","매출원가","백만원","원자료","17,696,202","19,290,822","20,327,497","21,361,644","21,829,439","23,343,334","25,125,714","26,731,426","23,742,873","28,724,078","32,560,384","33,799,649","33,729,844"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    H493-5 도로 화물, 소화물 전문, 파이프라인 운송업","종합","영업손익","백만원","원자료","645,293","599,944","697,460","745,410","767,088","752,121","721,624","873,460","886,610","963,586","1,123,329","1,340,536","1,294,871"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H50 수상 운송업","종합","매출액","백만원","원자료","40,855,549","36,689,307","35,207,408","32,727,897","26,076,574","24,178,138","23,978,190","25,026,206","26,066,608","43,900,251","60,246,102","42,408,788","49,665,150"
