사업자등록번호,연도,생애주기,부실라벨_ICR3년,V1_PD값,V2_PD차이,V3_생애주기점수,V4_포터5F,V5_산업민감도,V6_기업민감도,V1_PD값_s,V2_PD차이_s,V3_생애주기점수_s,V4_포터5F_s,V5_산업민감도_s,V6_기업민감도_s,가중합_raw,최종스코어
2028158427,2015,성숙기,0,0.0012,-0.0029,6.1,-0.2381067415597067,-2.659061,2.4046852249595605,-0.4440148183221794,-0.1187208902358986,-0.705821625396439,1.0,0.0,0.06205977914130977,-0.04002685431412298,1.17
2028158427,2016,조정기,0,0.0023,0.0011,38.7,-1.46537003802111,-0.499253,2.51090534960311,-0.41044266333044954,-0.13542719683054386,0.23512405973489633,0.5626178608641106,0.42551982556864654,0.3737091639514925,-0.034086896274048116,2.06
2028158427,2017,조정기,0,0.0012,-0.0011,34.2,-2.06638349452693,-0.250013,4.331948833772437,-0.41545225989848894,-0.21856087212523764,0.10375700142961199,0.34842376574701805,0.47462445029673783,0.3494769300348466,-0.032450753687359835,2.3
2028158427,2018,조정기,0,0.0009,-0.0003,44.1,-2.327327148612646,0.941866,3.0349839815926263,-0.42266132201112816,-0.21990419048751286,0.251825327952986,0.25542653039660407,0.7094453900186636,0.2500538793252765,-0.030193501745442622,2.63
2028158427,2019,조정기,0,0.0014,0.0005,43.2,-1.4532576851219212,0.585123,3.167660108494457,-0.4379457546101809,-0.2858071140594946,0.31861566082226384,0.5669345603338096,0.6391608003084506,0.17824973469888486,-0.02773946295923983,3.0
2028158427,2020,조정기,0,0.0006,-0.0008,42.3,-3.044035897437074,0.743401,0.3551720511556721,-0.39076368992990673,-0.1351712070887043,0.2866669836199345,0.0,0.6703443253955668,-0.15466819524454115,-0.03301644255510268,2.21
2028158427,2021,성숙기,0,0.0017,0.0011,5.0,-0.8731170387990218,0.914785,-2.3363311820552752,-0.3875861020201892,-0.2521523187988125,-0.6983886938609404,0.7736898325072794,0.7041099609452345,-0.7315231886581745,-0.016273077995428244,4.71
2028158427,2022,성숙기,0,0.0017,0.0,0.0,-0.5694733102506749,2.112482,1.316784811176103,-0.3821511847001371,-0.13891444761341307,-0.8557714275874005,0.8819048699084652,0.9400771480859855,-0.07905906595699913,-0.013907981211598662,5.06
2028158427,2023,도입기,0,0.0008,-0.0009,100.0,-1.2913906244043545,2.14683,1.411463925813737,-0.4902439623814079,-0.3326305187457202,1.4237807291852986,0.6246220683660477,0.9468443028370708,-0.09234925971460137,-0.029081144929246492,2.8
2028158427,2024,조정기,0,0.001,0.0002,46.4,-0.8701861742565196,2.416632,1.1589976139037816,-0.5740523185467524,-0.2873420388600534,0.04956590011086479,0.7747343580030008,1.0,-0.10605172138844168,-0.03532396642733325,1.87
2028162090,2015,성장기,0,0.0002,0.0001,0.0,-0.2381067415597067,-2.659061,2.808535380659732,-0.44815056168135076,-0.10532483777296528,-0.8667799742593326,1.0,0.0,0.07220969936744845,-0.040653863158732366,1.08
2028162090,2016,성숙기,0,0.0001,-0.0001,0.0,-1.46537003802111,-0.499253,1.1734020466550092,-0.42025870712893637,-0.1410417803646669,-0.7699833253903918,0.5626178608641106,0.42551982556864654,0.24201376312948836,-0.03239426200724008,2.31
2028162090,2017,성숙기,0,0.0001,0.0,0.0,-2.06638349452693,-0.250013,6.4654834634435865,-0.4204292658532024,-0.21262352368193912,-0.7817915957911425,0.34842376574701805,0.47462445029673783,0.505036285192973,-0.03092274887201845,2.53
2028162090,2018,성숙기,0,0.0,-0.0001,0.0,-2.327327148612646,0.941866,4.697561705915462,-0.42659650719277215,-0.2189111905480469,-0.8513420993597428,0.25542653039660407,0.7094453900186636,0.35666945440551573,-0.027741218857358512,3.0
2028162090,2019,성숙기,0,0.0002,0.0002,0.0,-1.4532576851219212,0.585123,6.560759417245955,-0.4429036640059261,-0.2872435183804353,-0.7719475748253838,0.5669345603338096,0.6391608003084506,0.45199057220809624,-0.025362411569263735,3.35
2028162090,2020,성숙기,0,0.0001,-0.0001,0.0,-3.044035897437074,0.743401,4.127395163596689,-0.393010353546442,-0.13172667498931154,-0.7564582441067854,0.0,0.6703443253955668,0.4643315925825507,-0.03062064659923471,2.57
2028162090,2021,성숙기,0,0.0002,0.0001,5.0,-0.8731170387990218,0.914785,6.619644429049308,-0.39379593217580655,-0.25683552014297223,-0.6983886938609404,0.7736898325072794,0.7041099609452345,0.9873509046373453,-0.016939652273205635,4.61
2028162090,2022,성숙기,0,0.0001,-0.0001,0.0,-0.5694733102506749,2.112482,7.376148063638323,-0.39028497001214746,-0.13945450469583145,-0.8557714275874005,0.8819048699084652,0.9400771480859855,1.2408111618941864,-0.014976091984206111,4.9
2028162090,2023,성숙기,0,0.0002,0.0001,0.0,-1.2913906244043545,2.14683,7.452678491133243,-0.49263990875483565,-0.32793045207567934,-1.060078522428141,0.6246220683660477,0.9468443028370708,0.9966529437147221,-0.022844833068153308,3.73
2028162090,2024,성숙기,0,0.0001,-0.0001,0.0,-0.8701861742565196,2.416632,7.8941913085002415,-0.5771870991450314,-0.28863218947230285,-1.1872287136225754,0.7747343580030008,1.0,0.890199121409952,-0.03233908925759988,2.32
2028166228,2019,성장기,0,0.0006,,0.5,-1.4532576851219212,0.585123,0.3610519216861143,-0.4412510275406777,,-0.759325315153536,0.5669345603338096,0.6391608003084506,-0.048175490650566276,,
