column,n_distress,n_normal,mean_distress,mean_normal,median_distress,median_normal,cohens_d,cles,direction,mw_stat,p_value_raw,p_value_fdr,significant_fdr,keep,remove_reason
매출채권회수기간_diff,2458,16488,0.988287,0.778498,1.40936,0.241931,0.0107,0.7245,distress_high,29362710.5,2.0612867190956005e-285,1.0100304923568443e-284,1.0,1,
매출채권회수기간_ratio,2458,16488,1.033408,0.776766,1.446275,0.047505,0.0095,0.7248,distress_high,29373907.5,4.136131202429651e-286,2.07867106583644e-285,1.0,1,
재고자산회전율_diff,2458,16488,0.37815,1.299626,0.25221,2.091909,-0.6439,0.2956,normal_high,11981409.5,1.9321206529545422e-238,7.573912959581806e-238,1.0,1,
재고자산회전율_ratio,2458,16488,0.096936,0.790005,0.002773,1.272558,-0.6517,0.2787,normal_high,11293292.0,4.0674079472650374e-280,1.9444194089364567e-279,1.0,1,
재고자산보유기간_diff,2458,16488,1.80465,0.621804,2.062556,0.716875,0.8513,0.8448,distress_high,34236508.5,0.0,0.0,1.0,1,
재고자산보유기간_ratio,2458,16488,1.139003,0.212866,1.359642,0.004736,0.8293,0.7957,distress_high,32245920.5,0.0,0.0,1.0,1,
매입채무회전율_diff,2458,16488,0.541419,1.538724,0.607366,2.014006,-0.7337,0.2449,normal_high,9925294.5,0.0,0.0,1.0,1,
매입채무회전율_ratio,2458,16488,0.332824,1.684333,0.38895,2.24142,-0.7089,0.2457,normal_high,9957061.0,0.0,0.0,1.0,1,
매입채무지급기간_diff,2458,16488,1.271653,0.640837,1.389746,0.724328,0.8502,0.9013,distress_high,36528079.0,0.0,0.0,1.0,1,
매입채무지급기간_ratio,2458,16488,0.598168,0.229769,0.320038,0.092434,1.0794,0.7604,distress_high,30818747.0,0.0,0.0,1.0,1,
현금전환주기_CCC_diff,2458,16488,1.000165,0.547615,1.058543,0.586256,1.1953,0.9319,distress_high,37767538.0,0.0,0.0,1.0,1,
현금전환주기_CCC_ratio,2458,16488,0.469121,0.228656,0.005803,0.003629,0.4984,0.5212,ambiguous,21123028.0,0.0004839581817657634,0.000564617878726724,1.0,0,방향 불명확 (CLES 0.45~0.55)
영업CF_유동부채_diff,2458,16488,0.611205,0.711106,0.671799,0.681169,-0.0748,0.3005,normal_high,12178241.5,2.9248862467691775e-224,9.246414586560626e-224,1.0,1,
영업CF_유동부채_ratio,2458,16488,0.673123,0.764277,0.725738,0.731777,-0.0676,0.3099,normal_high,12560866.0,9.869439503723893e-204,2.649876907849155e-203,1.0,1,
영업CF_총부채_diff,2458,16488,0.576085,0.703745,0.587711,0.615585,-0.0414,0.2944,normal_high,11931207.5,4.853611090481955e-238,1.8653093602636534e-237,1.0,1,
영업CF_총부채_ratio,2458,16488,0.628933,0.727998,0.639726,0.654144,-0.039,0.3063,normal_high,12411582.5,1.2712356432909599e-211,3.718838598284002e-211,1.0,1,
FCF_총자산_diff,2458,16488,5.555738,0.386811,0.235451,0.245776,0.0856,0.3786,normal_high,15343139.0,2.8018722342427985e-84,4.324149274894397e-84,1.0,1,
FCF_총자산_ratio,2458,16488,1.811674,0.607443,0.569278,0.570684,0.0863,0.4164,normal_high,16877061.0,7.090975328696516e-41,1.007124032191679e-40,1.0,1,
매출액증가율_diff,2458,16488,0.424996,0.460544,0.338636,0.338163,-0.0095,0.537,ambiguous,21762770.5,2.9497946632999387e-09,3.778821921612993e-09,1.0,0,방향 불명확 (CLES 0.45~0.55)
매출액증가율_ratio,2458,16488,0.303895,0.272873,0.321347,0.321347,0.0124,0.4864,ambiguous,19714481.5,0.028698585500563888,0.03090616900060726,1.0,0,방향 불명확 (CLES 0.45~0.55)
영업이익증가율_diff,2458,16488,0.710108,0.708659,0.748387,0.744098,0.0009,0.5366,ambiguous,21745380.0,4.378055912993464e-09,5.572071161991681e-09,1.0,0,방향 불명확 (CLES 0.45~0.55)
영업이익증가율_ratio,2458,16488,0.423507,0.415982,0.41666,0.41666,0.0522,0.4858,ambiguous,19686453.5,0.02087174011202406,0.022727005899759532,1.0,0,방향 불명확 (CLES 0.45~0.55)
순이익증가율_diff,2458,16488,0.423063,0.413644,0.443566,0.438552,0.0074,0.5206,ambiguous,21097738.0,0.0009487741510596706,0.0010811612419052061,1.0,0,방향 불명확 (CLES 0.45~0.55)
순이익증가율_ratio,2458,16488,0.415246,0.435147,0.429264,0.429264,-0.0274,0.5131,ambiguous,20796496.5,0.03228278074597867,0.034576093039408846,1.0,0,방향 불명확 (CLES 0.45~0.55)
EBITDA증가율_diff,2458,16488,0.693744,0.709846,0.749843,0.746925,-0.009,0.545,ambiguous,22085792.0,5.342561241817289e-13,7.075283806731005e-13,1.0,0,방향 불명확 (CLES 0.45~0.55)
EBITDA증가율_ratio,2458,16488,0.851035,0.850411,0.850404,0.850404,0.0796,0.4778,ambiguous,19364396.0,0.00032556818096672656,0.0003827663090355152,1.0,0,방향 불명확 (CLES 0.45~0.55)
총자산증가율_diff,2458,16488,1.027255,0.455862,0.442386,0.440615,0.0595,0.5188,ambiguous,21025254.5,0.0026048718084875225,0.002917456425506025,1.0,0,방향 불명확 (CLES 0.45~0.55)
총자산증가율_ratio,2458,16488,2.988228,0.249567,0.214928,0.215845,0.0562,0.4713,ambiguous,19100543.0,4.241085927330192e-06,5.261093935169099e-06,1.0,0,방향 불명확 (CLES 0.45~0.55)
유형자산증가율_diff,2458,16488,1.236256,0.463701,0.216215,0.215975,0.0899,0.5093,ambiguous,20641856.5,0.13418603335033824,0.14064418468805506,0.0,0,FDR 비유의
유형자산증가율_ratio,2458,16488,1.248489,0.856191,0.712594,0.712594,0.0667,0.4645,ambiguous,18824517.0,8.393408769644275e-09,1.0613600766775988e-08,1.0,0,방향 불명확 (CLES 0.45~0.55)
자기자본증가율_diff,2458,16488,0.401048,0.43728,0.398883,0.40841,-0.0109,0.2981,normal_high,12082238.0,7.875769146987357e-230,2.6614668151888306e-229,1.0,1,
자기자본증가율_ratio,2458,16488,0.394741,0.407882,0.396762,0.39974,-0.023,0.2668,normal_high,10812101.0,2.677049564572452e-307,2.0988068586248027e-306,1.0,1,
부채증가율_diff,2458,16488,0.436959,0.474026,0.427074,0.42136,-0.0214,0.5694,distress_high,23075795.0,1.0196991116600172e-28,1.4275787563240241e-28,1.0,1,
부채증가율_ratio,2458,16488,0.491484,0.48679,0.49192,0.491911,0.0111,0.482,ambiguous,19535506.0,0.003984101970576083,0.00443684083086882,1.0,0,방향 불명확 (CLES 0.45~0.55)
영업현금흐름증가율_diff,2458,16488,0.46555,0.433651,0.468384,0.458499,0.0124,0.5546,distress_high,22475892.5,1.6360025122099158e-18,2.2267811971746077e-18,1.0,1,
영업현금흐름증가율_ratio,2458,16488,0.675901,0.675294,0.675504,0.675504,0.0098,0.5119,ambiguous,20744748.5,0.05029818514293204,0.0532888880433226,0.0,0,FDR 비유의
FCF증가율_diff,2458,16488,0.447314,0.398091,0.511429,0.515364,0.0236,0.4568,ambiguous,18512401.5,3.474743914725916e-12,4.5102636244124476e-12,1.0,0,방향 불명확 (CLES 0.45~0.55)
FCF증가율_ratio,2458,16488,0.497596,0.515071,0.492231,0.492231,-0.0173,0.543,ambiguous,22005622.5,9.628193238138757e-13,1.2580839164501308e-12,1.0,0,방향 불명확 (CLES 0.45~0.55)
ROA변화_diff,2458,16488,0.50785,0.476646,0.485762,0.478568,0.1239,0.5285,ambiguous,21417790.5,4.8213345386541e-06,5.9432803118000215e-06,1.0,0,방향 불명확 (CLES 0.45~0.55)
ROA변화_ratio,2458,16488,0.480297,0.464393,0.466931,0.466771,0.1074,0.5256,ambiguous,21300097.0,3.740022690651788e-05,4.524965724492287e-05,1.0,0,방향 불명확 (CLES 0.45~0.55)
