사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화
1018150419,주식회사엠티홀딩스,2017,조정기,0,39.31,29.1,83.37,39.24,0.13,48.09
1018150419,주식회사엠티홀딩스,2018,조정기,0,80.26,33.8,88.75,51.77,0.13,48.28
1018150419,주식회사엠티홀딩스,2019,조정기,0,82.08,28.7,100.0,49.63,0.2,48.05
1018150419,주식회사엠티홀딩스,2020,성숙기,0,75.74,0.0,69.2,57.97,0.06,48.7
1018150419,주식회사엠티홀딩스,2021,성숙기,0,50.36,0.0,56.61,40.5,0.07,49.13
1018150419,주식회사엠티홀딩스,2022,성숙기,0,91.71,0.0,62.13,43.32,0.02,48.89
1018150419,주식회사엠티홀딩스,2023,성숙기,0,97.78,0.0,62.21,40.45,0.0,48.73
1018150419,주식회사엠티홀딩스,2024,성숙기,0,100.0,0.0,66.4,47.02,0.02,50.33
1018151437,페이토(주),2015,성장기,0,0.0,0.0,0.0,48.7,0.35,47.84
1018151437,페이토(주),2016,쇠퇴기,0,25.83,100.0,84.08,46.14,36.57,67.56
1018151437,페이토(주),2017,도입기,0,39.31,51.7,83.37,30.59,12.8,35.1
1018151437,페이토(주),2018,성장기,0,80.26,10.1,88.75,46.08,46.99,66.42
1018151437,페이토(주),2019,성장기,0,82.08,12.5,100.0,45.54,8.44,27.42
1018151437,페이토(주),2020,성장기,0,75.74,11.7,69.2,51.81,1.49,45.17
1018151437,페이토(주),2021,조정기,0,50.36,23.6,56.61,34.5,1.65,49.2
1018151437,페이토(주),2022,조정기,0,91.71,27.1,62.13,40.09,1.82,49.01
1018151437,페이토(주),2023,조정기,0,97.78,16.9,62.21,37.14,55.66,76.8
1018151437,페이토(주),2024,도입기,0,100.0,100.0,66.4,43.88,78.07,62.34
1018151742,미디어브랜즈코리아주식회사,2015,조정기,0,0.0,36.5,0.0,53.1,3.58,48.89
1018151742,미디어브랜즈코리아주식회사,2016,성숙기,0,25.83,4.3,84.08,49.94,2.18,46.8
1018151742,미디어브랜즈코리아주식회사,2017,성숙기,0,39.31,0.0,83.37,38.47,12.46,53.47
1018151742,미디어브랜즈코리아주식회사,2018,성숙기,0,80.26,0.0,88.75,52.46,1.91,42.69
1018151742,미디어브랜즈코리아주식회사,2019,조정기,0,82.08,28.7,100.0,49.39,5.05,49.71
1018151742,미디어브랜즈코리아주식회사,2020,조정기,0,75.74,26.8,69.2,59.5,2.38,47.4
1018151742,미디어브랜즈코리아주식회사,2021,조정기,0,50.36,23.6,56.61,40.83,1.93,48.89
1018151742,미디어브랜즈코리아주식회사,2022,조정기,0,91.71,27.1,62.13,44.31,0.91,48.37
1018151742,미디어브랜즈코리아주식회사,2023,쇠퇴기,0,97.78,68.0,62.21,41.38,0.5,48.53
1018151742,미디어브랜즈코리아주식회사,2024,쇠퇴기,0,100.0,62.9,66.4,47.6,8.98,54.92
1018154297,우암홀딩스주식회사,2015,조정기,1,0.0,36.5,0.0,50.0,71.47,74.93
1018155054,주식회사새빛한빛,2015,쇠퇴기,0,0.0,100.0,0.0,50.0,0.29,45.85
1018155054,주식회사새빛한빛,2016,조정기,0,25.83,33.6,84.08,50.41,0.45,47.72
1018155054,주식회사새빛한빛,2017,성숙기,0,39.31,0.0,83.37,39.02,1.11,48.44
1018155054,주식회사새빛한빛,2018,성숙기,0,80.26,0.0,88.75,54.24,0.31,47.86
1018155054,주식회사새빛한빛,2019,성숙기,0,82.08,0.0,100.0,51.67,0.46,48.09
1018156204,존스랑라살주식회사,2019,성숙기,0,82.08,0.0,100.0,50.89,0.16,48.0
1018156204,존스랑라살주식회사,2020,조정기,0,75.74,26.8,69.2,58.7,0.94,49.18
1018156204,존스랑라살주식회사,2021,성숙기,0,50.36,0.0,56.61,41.27,0.14,48.71
1018156204,존스랑라살주식회사,2022,조정기,0,91.71,27.1,62.13,44.9,0.35,49.02
1018156204,존스랑라살주식회사,2023,조정기,0,97.78,16.9,62.21,42.25,17.36,57.61
1018156204,존스랑라살주식회사,2024,조정기,0,100.0,15.0,66.4,49.97,15.54,49.29
1018157329,(주)드림씨아이에스,2015,쇠퇴기,0,0.0,100.0,0.0,45.66,14.79,56.36
1018157329,(주)드림씨아이에스,2016,쇠퇴기,0,25.83,100.0,84.08,49.43,35.12,58.59
1018157329,(주)드림씨아이에스,2017,조정기,0,39.31,29.1,83.37,37.11,25.89,42.76
1018157329,(주)드림씨아이에스,2018,성숙기,0,80.26,0.0,88.75,52.84,0.12,34.62
1018157329,(주)드림씨아이에스,2019,성숙기,0,82.08,0.0,100.0,48.54,0.14,48.02
1018157329,(주)드림씨아이에스,2020,성숙기,0,75.74,0.0,69.2,56.9,0.04,48.72
1018157329,(주)드림씨아이에스,2021,성숙기,0,50.36,0.0,56.61,39.85,0.21,49.21
1018157329,(주)드림씨아이에스,2022,성장기,0,91.71,16.2,62.13,42.62,0.09,48.85
1018157329,(주)드림씨아이에스,2023,성숙기,0,97.78,0.0,62.21,39.87,1.65,49.55
1018157329,(주)드림씨아이에스,2024,쇠퇴기,0,100.0,62.9,66.4,46.3,0.22,49.54
1018159685,주식회사휴비즈넷,2019,조정기,0,82.08,28.7,100.0,50.89,0.33,48.0
1018159685,주식회사휴비즈넷,2020,조정기,0,75.74,26.8,69.2,58.7,23.44,60.93
